uid,iid
1675,2200
1675,1945
1675,1426
1675,477
1675,2753
1675,1835
1675,2081
1675,3035
1675,193
1675,1656
1675,576
1675,666
1676,1076
1676,1735
1676,2141
1677,1208
1677,1948
1677,1336
1677,964
1677,1737
1678,2491
1678,578
1678,1797
1678,689
1679,1581
1679,1997
1679,1509
1679,1295
1679,2906
1679,1818
1679,2049
1679,1584
1679,1912
1679,3153
1679,183
1679,1746
1679,2392
1679,2027
1679,1589
1679,1451
1679,3092
1679,425
1679,1187
1679,2464
1679,2801
1679,235
1679,1348
1679,2812
1679,3098
1679,1189
1679,786
1679,1848
1679,2104
1679,1320
1679,1243
1679,2105
1679,1191
1679,1601
1679,788
1679,3201
1679,1930
1679,1356
1679,1089
1679,1605
1679,1606
1679,656
1679,801
1679,2171
1679,2706
1679,1686
1679,2541
1679,1687
1679,669
1679,2803
1679,1267
1679,1620
1679,1872
1679,1126
1679,1024
1679,372
1679,2174
1679,3078
1679,1873
1679,1814
1679,168
1679,3047
1679,2477
1679,944
1679,1036
1679,2159
1679,2160
1679,3141
1679,2217
1679,2557
1679,2655
1679,2125
1679,446
1679,2766
1679,1022
1679,3393
1679,1240
1679,2177
1679,1643
1679,910
1679,726
1679,3184
1679,2642
1679,3021
1679,923
1679,1697
1679,2982
1679,3146
1679,792
1679,2129
1679,2754
1679,1895
1679,3185
1679,487
1679,1786
1679,2398
1679,2782
1679,2689
1679,1700
1679,3113
1679,1111
1679,929
1679,2605
1679,1965
1679,3168
1679,1678
1679,578
1679,2085
1679,1268
1679,2566
1679,1864
1679,1489
1679,3120
1679,1202
1679,2993
1679,2146
1679,1791
1679,147
1679,1582
1679,2044
1679,2045
1679,2046
1679,376
1679,2474
1679,379
1679,3022
1679,3324
1679,751
1679,1585
1679,752
1679,1569
1679,2344
1679,766
1679,2387
1679,2420
1679,2814
1679,770
1679,2359
1679,1232
1679,2014
1679,557
1679,2193
1679,1518
1679,1682
1679,3149
1679,241
1679,1063
1679,562
1679,1068
1679,1915
1679,1757
1679,1245
1679,2332
1679,3311
1679,1086
1679,2426
1679,2750
1679,3003
1679,2487
1679,1684
1679,2107
1679,2603
1679,2365
1679,2058
1679,1964
1679,2717
1679,2822
1679,1523
1679,986
1679,3125
1679,2739
1679,678
1679,878
1679,2598
1679,2609
1679,253
1679,941
1679,2063
1679,680
1679,305
1679,834
1679,1938
1679,2216
1679,952
1679,197
1679,2587
1679,2465
1679,2554
1679,2275
1679,1815
1679,769
1679,2558
1679,2120
1679,2397
1679,1533
1679,2439
1679,1186
1679,430
1679,2071
1679,432
1679,1372
1679,2472
1679,2722
1679,1055
1679,1393
1679,1641
1679,717
1679,1007
1679,453
1679,2699
1679,2723
1679,2724
1679,1074
1679,2350
1679,2154
1679,1377
1679,1503
1679,172
1679,1546
1679,1088
1679,2502
1679,3192
1679,924
1679,2081
1679,1093
1679,609
1679,729
1679,1969
1679,1909
1679,2316
1679,2758
1679,206
1679,1416
1679,2134
1679,2895
1679,3036
1679,2221
1679,522
1679,3244
1679,2456
1679,675
1679,875
1679,2384
1679,1727
1679,1555
1679,545
1680,1425
1680,1255
1680,992
1680,1234
1680,2121
1680,979
1681,1490
1681,2807
1682,2392
1682,1592
1682,959
1682,1061
1682,2184
1682,2757
1682,1079
1682,2038
1682,386
1682,2074
1682,89
1682,496
1682,744
1682,2554
1682,2466
1682,2467
1682,1497
1682,1498
1682,1505
1682,2081
1682,1105
1683,669
1683,2652
1684,1792
1684,1743
1684,2401
1684,1185
1684,2170
1684,49
1684,2661
1684,3224
1684,2226
1684,484
1684,2884
1684,1615
1684,384
1684,166
1684,2443
1684,2351
1684,2471
1684,1268
1684,1269
1684,1666
1684,695
1684,943
1684,2165
1684,1232
1684,2658
1684,1238
1684,1754
1684,201
1684,1716
1684,947
1684,2397
1684,1639
1684,646
1684,1074
1684,854
1684,1252
1684,2758
1684,1326
1684,2026
1685,1994
1686,1026
1686,1420
1686,2331
1686,1189
1686,911
1686,921
1686,2537
1686,2997
1686,1686
1686,1124
1686,537
1686,1024
1686,1439
1686,626
1686,1057
1686,1073
1686,1084
1686,496
1686,2847
1686,320
1686,1166
1686,1678
1686,1808
1686,1038
1686,1001
1686,2693
1686,1757
1686,1290
1686,2968
1686,1884
1686,1112
1686,253
1686,834
1686,1278
1686,2586
1686,269
1686,1074
1686,469
1686,1994
1686,925
1686,576
1686,1329
1686,1661
1687,1818
1687,2049
1687,176
1687,758
1687,2536
1687,913
1687,229
1687,1553
1687,2316
1688,1560
1688,603
1688,762
1688,264
1689,1746
1689,919
1689,3042
1689,1933
1689,1614
1689,1918
1689,651
1689,696
1689,1707
1689,1676
1689,1062
1690,2286
1690,2075
1691,1671
1691,1871
1691,1137
1691,1565
1691,1246
1691,2174
1691,836
1691,2501
1691,1268
1691,695
1691,997
1691,2213
1691,197
1691,156
1691,2528
1691,1789
1692,1216
1692,1457
1692,486
1692,1718
1692,1897
1692,1710
1692,1298
1692,1529
1692,1772
1692,1204
1693,2673
1693,2682
1693,198
1693,1242
1693,788
1693,2965
1693,1104
1693,588
1693,2116
1693,202
1693,1056
1693,2642
1693,2220
1693,1166
1693,2000
1693,1808
1693,376
1693,880
1693,2571
1693,916
1693,1827
1693,1020
1693,1173
1693,638
1693,269
1693,430
1693,1461
1693,1648
1693,2725
1693,862
1693,1883
1694,745
1694,871
1694,809
1694,588
1694,2216
1694,1458
1694,717
1694,1244
1694,979
1694,808
1694,989
1695,2089
1695,1356
1695,1615
1695,89
1695,1166
1695,2000
1695,2601
1695,2571
1695,1351
1695,1090
1695,1610
1695,1257
1695,2011
1695,1385
1696,1319
1696,1281
1696,1848
1696,919
1696,1076
1696,49
1696,656
1696,386
1696,2498
1696,1253
1696,1092
1696,1099
1696,1864
1696,376
1696,1569
1696,2229
1696,2933
1696,2485
1696,527
1696,1618
1696,1934
1696,2075
1696,30
1696,1261
1696,1266
1697,2620
1697,1295
1697,1673
1697,3004
1697,3182
1697,1792
1697,1886
1697,945
1697,1182
1697,2510
1697,1871
1697,780
1697,784
1697,1319
1697,1910
1697,2363
1697,1601
1697,788
1697,49
1697,2394
1697,1603
1697,1604
1697,1205
1697,3224
1697,1606
1697,2488
1697,2980
1697,2171
1697,1714
1697,987
1697,1525
1697,2492
1697,1203
1697,1370
1697,296
1697,2197
1697,2207
1697,2443
1697,1240
1697,1009
1697,910
1697,2865
1697,487
1697,1107
1697,3168
1697,1950
1697,589
1697,991
1697,992
1697,2293
1697,943
1697,1340
1697,2224
1697,1972
1697,1593
1697,1373
1697,1794
1697,1233
1697,2346
1697,565
1697,2403
1697,1095
1697,2107
1697,2475
1697,2266
1697,1613
1697,1332
1697,227
1697,2334
1697,536
1697,1441
1697,1296
1697,2371
1697,2748
1697,1034
1697,950
1697,100
1697,952
1697,2995
1697,1315
1697,2469
1697,440
1697,1692
1697,716
1697,1988
1697,160
1697,15
1697,2446
1697,1247
1697,2179
1697,1990
1697,1653
1697,1563
1697,1655
1697,2181
1697,1698
1697,1261
1697,1141
1697,2564
1697,2025
1697,2458
1697,531
1697,1727
1698,1386
1698,1220
1698,47
1698,1045
1698,1711
1698,1876
1698,2440
1698,37
1698,478
1698,487
1698,2847
1698,2691
1698,247
1698,1171
1698,695
1698,943
1698,620
1698,1717
1698,2439
1698,1145
1698,1330
1698,1924
1698,249
1699,1259
1699,2875
1700,1172
1700,1899
1700,1709
1700,1320
1700,654
1700,727
1700,1356
1700,656
1700,474
1700,483
1700,1275
1700,1126
1700,1203
1700,1776
1700,1537
1700,1009
1700,1880
1700,810
1700,376
1700,1794
1700,1611
1700,865
1700,1618
1700,1018
1700,699
1700,2243
1700,2175
1700,2409
1700,1811
1700,1986
1700,1639
1700,1816
1700,646
1700,2499
1700,1505
1700,469
1700,2447
1700,257
1700,979
1700,2354
1700,666
1700,1726
1700,249
1701,392
1701,1955
1701,2041
1703,1081
1704,1442
1704,1572
1704,2141
1704,1596
1704,1900
1705,2032
1705,2330
1705,188
1705,1185
1705,1760
1705,2340
1705,1812
1705,1113
1705,880
1705,2036
1705,149
1705,2332
1705,2194
1705,2885
1705,2733
1705,2821
1705,1567
1705,197
1705,1198
1705,2130
1705,1726
1705,2023
1708,395
1708,188
1708,1069
1708,486
1708,2634
1708,439
1708,1057
1708,2622
1708,2581
1708,2306
1708,657
1708,2569
1708,501
1708,678
1708,1278
1708,469
1708,1657
1708,2647
1708,2648
1708,2963
1709,2930
1709,651
1709,1916
1709,798
1709,315
1710,3019
1710,2448
1710,620
1711,2813
1711,113
1711,49
1711,474
1711,483
1711,1370
1711,1736
1711,444
1711,651
1711,62
1711,2129
1711,2453
1711,993
1711,893
1711,2571
1711,1752
1711,1351
1711,184
1711,2107
1711,527
1711,2598
1711,292
1711,1298
1711,2158
1711,1867
1711,1937
1711,952
1711,1159
1711,1819
1711,1543
1712,3644
1712,3204
1713,310
1713,921
1713,669
1713,1961
1713,3011
1713,772
1713,2131
1713,2256
1713,1268
1713,1766
1713,942
1713,699
1713,1404
1713,1547
1713,1013
1713,2725
1714,653
1714,1208
1714,1900
1714,964
1714,367
1715,1843
1715,1029
1715,1802
1715,780
1715,386
1715,1735
1715,649
1715,1699
1715,1176
1715,1884
1715,2041
1715,1487
1715,680
1715,2348
1715,1020
1715,2275
1715,367
1715,1274
1716,1512
1716,945
1716,1132
1716,2534
1716,873
1716,1409
1716,2512
1716,177
1716,1810
1716,366
1716,2204
1716,1452
1716,1538
1716,496
1716,1268
1716,1171
1716,1740
1716,1970
1716,2420
1716,966
1716,1163
1716,3371
1716,947
1716,964
1716,2350
1716,1013
1716,2560
1716,1784
1716,862
1716,808
1716,2773
1716,575
1716,1701
1716,1727
1716,990
1716,1399
1716,2300
1719,1899
1719,2518
1720,1848
1720,2694
1720,2903
1720,501
1720,1884
1720,2041
1720,1854
1720,2645
1720,1863
1721,1586
1721,2706
1721,738
1721,827
1721,2064
1721,832
1721,840
1721,1694
1721,2754
1721,1265
1721,2383
1721,737
1721,2044
1721,2920
1721,1887
1721,884
1721,913
1721,1163
1721,2790
1721,692
1721,2063
1721,844
1721,1195
1721,2753
1721,2079
1721,1656
1721,1661
1722,3078
1722,682
1722,966
1722,1023
1722,525
1722,2063
1723,1071
1723,656
1723,3014
1723,1057
1723,1541
1723,1464
1723,2131
1723,810
1723,2606
1723,1791
1723,14
1723,2729
1723,1642
1723,2154
1723,1093
1725,1749
1725,786
1725,2188
1725,1076
1725,2089
1725,1356
1725,306
1725,515
1725,811
1725,1765
1725,70
1725,1486
1725,1829
1725,1958
1725,372
1725,2902
1725,40
1725,2237
1725,748
1725,772
1725,1072
1725,1921
1725,1363
1725,1351
1725,2108
1725,2395
1725,1766
1725,1360
1725,878
1725,2765
1725,1040
1725,112
1725,769
1725,430
1725,1244
1725,2154
1725,787
1725,1161
1725,1553
1725,264
1726,1181
1726,2055
1726,600
1726,1732
1726,1076
1726,1193
1726,1250
1726,1957
1726,2205
1726,3250
1726,642
1726,1050
1726,2637
1726,2975
1726,1877
1726,604
1726,1253
1726,2219
1726,379
1726,1447
1726,1318
1726,2883
1726,2787
1726,2582
1726,292
1726,1212
1726,2158
1726,750
1726,1403
1726,1531
1726,1235
1726,1161
1726,206
1726,2134
1726,1329
1726,989
1726,2648
1726,540
1727,1950
1728,3161
1728,1572
1728,2640
1728,2292
1728,1901
1728,1567
1728,3238
1729,2399
1729,1497
1730,3345
1730,2934
1730,2317
1730,2143
1730,1567
1730,2371
1730,1497
1730,3056
1730,2457
1730,994
1731,1567
1731,646
1732,3008
1732,3161
1732,1818
1732,2049
1732,3182
1732,1172
1732,1792
1732,2052
1732,2417
1732,1132
1732,2534
1732,1732
1732,1059
1732,2461
1732,1189
1732,2462
1732,2965
1732,3343
1732,1828
1732,1614
1732,588
1732,987
1732,1338
1732,2196
1732,1833
1732,1635
1732,1459
1732,231
1732,2443
1732,2299
1732,1425
1732,2865
1732,2939
1732,1694
1732,2192
1732,1921
1732,1700
1732,1965
1732,2746
1732,2085
1732,1336
1732,1790
1732,1582
1732,2414
1732,394
1732,1742
1732,1038
1732,1887
1732,2979
1732,2165
1732,2345
1732,1373
1732,846
1732,913
1732,1150
1732,1827
1732,789
1732,2332
1732,2203
1732,3069
1732,977
1732,3171
1732,2117
1732,941
1732,2611
1732,1215
1732,1626
1732,2610
1732,1157
1732,197
1732,2206
1732,2274
1732,1811
1732,769
1732,2994
1732,1642
1732,717
1732,2677
1732,2411
1732,2749
1732,1382
1732,1500
1732,1501
1732,1989
1732,3108
1732,1911
1732,1426
1732,1504
1732,1251
1732,925
1732,2503
1732,1014
1732,979
1732,2895
1732,2671
1732,2458
1732,2320
1732,1274
1732,2095
1732,107
1733,1915
1733,1317
1733,1720
1734,626
1734,884
1734,988
1734,1441
1735,1402
1735,2001
1735,1912
1735,2392
1735,401
1735,1409
1735,1410
1735,1599
1735,2759
1735,921
1735,1267
1735,1024
1735,508
1735,1269
1735,883
1735,2569
1735,802
1735,863
1735,2465
1735,1184
1735,1536
1735,1778
1735,2208
1735,2258
1736,945
1736,1515
1736,2401
1736,1804
1736,899
1736,1732
1736,2464
1736,2625
1736,2972
1736,2704
1736,1847
1736,784
1736,1410
1736,919
1736,1076
1736,788
1736,921
1736,2089
1736,791
1736,312
1736,1853
1736,2234
1736,572
1736,2513
1736,1482
1736,1686
1736,1614
1736,1958
1736,386
1736,2575
1736,882
1736,1961
1736,895
1736,642
1736,1057
1736,1412
1736,663
1736,864
1736,1435
1736,2044
1736,2474
1736,379
1736,751
1736,2900
1736,1587
1736,1926
1736,766
1736,1389
1736,127
1736,1068
1736,1413
1736,2538
1736,2107
1736,1100
1736,1964
1736,678
1736,2063
1736,630
1736,1831
1736,1938
1736,889
1736,112
1736,2245
1736,1392
1736,2122
1736,1382
1736,1244
1736,1859
1736,1499
1736,1835
1736,862
1736,576
1736,666
1736,2208
1736,367
1736,2384
1736,1838
1737,1981
1738,1172
1738,1560
1738,1718
1738,1327
1738,1901
1738,1715
1738,2875
1739,1929
1739,1225
1739,1137
1739,372
1739,2398
1739,1223
1740,1899
1740,2679
1740,2330
1740,310
1740,712
1740,2534
1740,911
1740,654
1740,2089
1740,177
1740,485
1740,1397
1740,588
1740,1957
1740,3078
1740,1814
1740,2067
1740,726
1740,2286
1740,2211
1740,2712
1740,1722
1740,610
1740,105
1740,2382
1740,1268
1740,737
1740,1435
1740,2415
1740,949
1740,2165
1740,1232
1740,1318
1740,1710
1740,149
1740,1411
1740,1712
1740,1684
1740,613
1740,3060
1740,2574
1740,3177
1740,1766
1740,877
1740,2548
1740,2372
1740,1403
1740,2216
1740,2121
1740,1314
1740,2071
1740,719
1740,2743
1740,3074
1740,1578
1740,1550
1740,103
1740,862
1740,1658
1740,1141
1740,1564
1740,2455
1740,2291
1740,246
1740,107
1741,738
1741,394
1741,1590
1742,1886
1742,1765
1742,149
1743,945
1743,1930
1743,774
1743,14
1743,1616
1743,527
1743,1554
1744,873
1744,2581
1744,1884
1744,1981
1745,871
1745,310
1745,425
1745,1847
1745,2226
1745,2171
1745,738
1745,3078
1745,2196
1745,1691
1745,711
1745,2176
1745,1322
1745,2201
1745,829
1745,752
1745,1514
1745,149
1745,657
1745,1163
1745,1685
1745,2582
1745,525
1745,1524
1745,2009
1745,2216
1745,1404
1745,430
1745,1879
1745,862
1745,1261
1745,1416
1746,1295
1746,1250
1746,228
1746,1425
1746,1786
1746,949
1746,269
1746,1536
1746,2641
1746,522
1747,1386
1747,1971
1747,2150
1747,1180
1747,1129
1747,712
1747,2421
1747,2225
1747,2170
1747,458
1747,1138
1747,1243
1747,1076
1747,725
1747,1139
1747,1356
1747,1283
1747,1260
1747,1338
1747,296
1747,399
1747,3300
1747,1452
1747,708
1747,2709
1747,439
1747,848
1747,1541
1747,2211
1747,2413
1747,992
1747,1740
1747,761
1747,1824
1747,1048
1747,1406
1747,1233
1747,2626
1747,1086
1747,1395
1747,2569
1747,877
1747,1212
1747,2042
1747,1317
1747,853
1747,1547
1747,1254
1747,1992
1747,367
1748,1295
1748,164
1748,2343
1748,176
1748,2418
1748,2679
1748,1220
1748,1225
1748,1457
1748,1135
1748,869
1748,2226
1748,1711
1748,2195
1748,2524
1748,1714
1748,1431
1748,2546
1748,2434
1748,1814
1748,439
1748,228
1748,1646
1748,2689
1748,2451
1748,1262
1748,1480
1748,2506
1748,1490
1748,991
1748,247
1748,1790
1748,2702
1748,1447
1748,3162
1748,199
1748,1794
1748,1795
1748,2332
1748,184
1748,3274
1748,2266
1748,1936
1748,755
1748,2437
1748,950
1748,954
1748,2397
1748,1720
1748,3537
1748,1252
1748,1655
1748,1330
1748,1727
1748,2136
1748,990
1749,2607
1749,2304
1749,2292
1749,1901
1749,542
1749,2300
1751,871
1751,310
1751,2260
1751,2818
1751,1409
1751,1076
1751,1077
1751,3251
1751,736
1751,1830
1751,2019
1751,1002
1751,2501
1751,89
1751,1699
1751,1580
1751,2775
1751,1245
1751,2110
1751,1636
1751,1692
1751,716
1751,468
1751,1083
1751,924
1752,1792
1752,1188
1752,2804
1752,1356
1752,794
1752,3550
1752,1022
1752,1540
1752,2145
1752,3184
1752,1412
1752,2689
1752,1925
1752,893
1752,1090
1752,1325
1752,2404
1752,574
1752,1616
1752,2372
1752,964
1752,1083
1752,2758
1752,1415
1752,985
1752,2457
1753,1056
1753,1726
1754,1033
1754,2051
1754,1929
1754,1143
1754,2625
1754,961
1754,1871
1754,485
1754,1439
1754,1875
1754,1537
1754,1943
1754,2252
1754,1812
1754,2126
1754,1280
1754,2299
1754,2640
1754,653
1754,1099
1754,1111
1754,562
1754,803
1754,528
1754,2618
1754,1454
1754,2210
1754,453
1754,339
1754,1198
1754,477
1754,2079
1754,861
1754,1555
1755,642
1755,292
1755,2075
1756,310
1756,635
1756,2054
1756,899
1756,2825
1756,682
1756,772
1756,1700
1756,1107
1756,752
1756,1038
1756,1827
1756,1967
1756,680
1756,1637
1756,1640
1756,2795
1756,160
1756,1547
1756,1553
1756,1415
1756,2895
1757,2481
1757,2168
1757,2104
1757,1601
1757,319
1757,1431
1757,939
1757,166
1757,882
1757,406
1757,1423
1757,444
1757,2298
1757,2379
1757,2718
1757,1479
1757,1435
1757,2853
1757,789
1757,2931
1757,947
1757,2093
1757,2274
1757,2276
1757,432
1757,2039
1757,1819
1757,167
1757,1014
1757,2181
1757,2315
1757,206
1757,931
1757,1114
1757,1118
1758,1042
1758,2572
1758,2242
1758,2585
1758,2124
1758,752
1758,762
1758,2509
1758,127
1758,630
1758,1916
1758,2595
1758,675
1758,1952
1759,962
1759,1455
1759,658
1760,2390
1760,884
1760,1411
1760,1404
1760,1261
1760,1437
1761,1792
1762,1892
1763,1028
1763,1818
1763,1823
1763,2054
1763,2055
1763,1042
1763,425
1763,784
1763,911
1763,914
1763,2322
1763,1958
1763,2981
1763,1960
1763,546
1763,40
1763,1833
1763,410
1763,2376
1763,3394
1763,2124
1763,2378
1763,1540
1763,857
1763,610
1763,2255
1763,751
1763,883
1763,1587
1763,946
1763,2509
1763,1351
1763,1428
1763,2790
1763,1127
1763,1959
1763,878
1763,1212
1763,2063
1763,2070
1763,1392
1763,777
1763,229
1763,1501
1763,1578
1763,1547
1763,1549
1763,1140
1763,2080
1763,2082
1763,1654
1763,1892
1763,861
1763,193
1763,315
1763,1105
1763,808
1763,2895
1763,576
1763,2084
1763,1862
1763,2384
1763,1555
1764,1686
1764,241
1764,1867
1764,717
1764,1495
1764,2380
1765,575
1766,1589
1766,2172
1766,1444
1766,3032
1766,2192
1766,2290
1766,1573
1766,880
1766,2110
1766,1715
1766,1360
1766,2347
1766,2437
1766,2411
1766,859
1766,2181
1766,542
1766,107
1767,2055
1767,971
1767,1076
1767,3099
1767,548
1767,1245
1767,789
1767,2475
1767,2117
1767,1981
1767,1105
1767,1326
1768,1614
1768,864
1768,1382
1769,1923
1769,959
1769,1482
1769,508
1769,883
1769,2307
1769,803
1769,407
1769,2245
1769,1868
1769,925
1771,241
1771,1251
1772,759
1772,1758
1772,1960
1772,3087
1773,2752
1773,1140
1773,1966
1773,542
1774,1131
1774,2604
1774,823
1774,963
1774,206
1775,2001
1775,1509
1775,2053
1775,1069
1775,1522
1775,874
1775,1689
1775,2726
1775,2224
1775,1925
1775,1587
1775,898
1775,2569
1775,1734
1775,3033
1775,1936
1775,684
1775,2228
1775,1404
1775,769
1775,717
1775,1369
1775,1075
1775,1501
1775,2380
1775,3052
1775,1505
1775,854
1775,862
1775,1106
1775,510
1775,2354
1776,2330
1776,695
1776,943
1776,1155
1776,1141
1776,2459
1776,1924
1777,1741
1777,759
1777,113
1777,2510
1777,1071
1777,1287
1777,1933
1777,1686
1777,2013
1777,1398
1777,387
1777,2470
1777,753
1777,304
1777,1560
1777,1806
1777,1221
1777,1423
1777,2726
1777,2247
1777,1572
1777,2589
1777,649
1777,1540
1777,653
1777,1425
1777,1897
1777,2873
1777,1208
1777,2967
1777,376
1777,1587
1777,1926
1777,2014
1777,2626
1777,1574
1777,1291
1777,1051
1777,2795
1777,2473
1777,1075
1777,787
1777,468
1777,1081
1777,1013
1777,1088
1777,1093
1777,2130
1777,1892
1777,1656
1777,2011
1777,315
1777,2593
1777,1105
1777,1108
1777,576
1777,1701
1777,367
1777,1953
1777,1556
1778,1818
1778,546
1778,2557
1778,2374
1779,1929
1779,1350
1779,458
1779,1078
1779,1089
1779,1283
1779,1608
1779,676
1779,406
1779,1961
1779,2127
1779,2754
1779,807
1779,3120
1779,1001
1779,424
1779,1955
1779,333
1779,1176
1779,2108
1779,1289
1779,1766
1779,253
1779,1296
1779,889
1779,1183
1779,1811
1779,324
1779,963
1779,2943
1779,1074
1779,1083
1779,2713
1779,477
1779,2342
1779,257
1779,1257
1779,2221
1779,1272
1779,542
1780,753
1780,751
1780,762
1780,1411
1780,1396
1780,2071
1780,968
1780,2753
1780,1654
1781,183
1782,1490
1782,432
1783,2319
1783,224
1784,1736
1784,918
1784,2457
1785,1197
1785,1977
1785,3072
1785,2749
1786,2185
1787,2491
1787,1322
1788,1899
1788,1948
1788,1867
1788,2187
1789,961
1789,49
1789,589
1789,1363
1789,789
1789,1685
1789,536
1789,2348
1789,2807
1789,1251
1789,477
1789,367
1789,989
1790,1132
1790,177
1790,1359
1790,2345
1790,2350
1791,664
1791,2236
1791,2075
1791,15
1792,1077
1792,1356
1792,1958
1792,1961
1792,371
1792,1582
1792,1048
1792,878
1792,1831
1792,2190
1792,2154
1792,1251
1793,310
1793,1804
1793,1732
1793,2230
1793,1519
1793,1071
1793,1601
1793,319
1793,70
1793,603
1793,1280
1793,2718
1793,1099
1793,2157
1793,1434
1793,2100
1793,1001
1793,1176
1793,318
1793,292
1793,2517
1793,339
1793,1251
1793,1140
1793,1994
1793,2503
1793,1654
1793,2083
1794,1028
1794,2893
1794,2130
1795,1738
1795,1671
1795,8
1795,2264
1795,177
1795,566
1795,486
1795,1260
1795,943
1795,986
1795,1305
1795,1815
1795,1717
1796,1295
1796,378
1796,2421
1796,1137
1796,1709
1796,2209
1796,1138
1796,1359
1796,1972
1796,2273
1796,1529
1796,2329
1796,2458
1797,823
1797,1705
1797,1296
1797,963
1798,1223
1798,1655
1799,306
1799,546
1799,1635
1799,1572
1799,766
1799,1867
1799,229
1800,423
1801,2049
1801,1129
1801,992
1801,247
1801,1885
1801,1982
1801,1369
1801,2380
1802,1402
1802,310
1802,919
1802,669
1802,874
1802,2072
1802,1998
1802,1646
1802,1908
1802,3055
1802,770
1802,1824
1802,1406
1802,2536
1802,2372
1802,787
1802,2155
1802,542
1803,736
1803,372
1803,1812
1803,864
1804,2401
1804,419
1804,1887
1804,127
1804,1020
1804,2612
1804,2520
1805,780
1805,2734
1805,1730
1805,70
1805,1614
1805,1958
1805,546
1805,2256
1805,376
1805,1100
1805,1184
1805,1055
1806,2481
1806,1759
1806,371
1806,887
1806,1870
1806,2228
1806,647
1806,2200
1806,1081
1808,1812
1809,1431
1809,699
1809,1317
1809,1266
1809,2026
1810,2918
1810,1108
1811,1679
1811,2673
1811,176
1811,310
1811,1927
1811,425
1811,2972
1811,445
1811,1367
1811,558
1811,563
1811,1320
1811,2333
1811,2597
1811,809
1811,517
1811,2227
1811,590
1811,738
1811,2861
1811,1438
1811,1830
1811,682
1811,1365
1811,2904
1811,3354
1811,1092
1811,1358
1811,2000
1811,1336
1811,991
1811,751
1811,1038
1811,762
1811,1048
1811,1827
1811,2307
1811,803
1811,2266
1811,1715
1811,224
1811,2236
1811,100
1811,3147
1811,440
1811,1426
1811,1578
1811,1648
1811,2753
1811,925
1811,861
1811,1564
1811,2848
1811,3056
1812,1275
1813,1350
1813,943
1813,729
1814,310
1814,2242
1815,1670
1815,829
1815,2703
1816,2809
1816,2038
1816,895
1816,1736
1816,2224
1816,1733
1816,1244
1817,372
1818,993
1819,1818
1819,2053
1819,2706
1819,1686
1819,1432
1819,2072
1819,1587
1819,966
1819,680
1819,305
1819,2612
1819,861
1819,862
1819,1966
1820,2032
1820,474
1820,1887
1821,2351
1821,1247
1821,729
1822,154
1823,1572
1823,1573
1823,1959
1823,2576
1823,1994
1823,1995
1824,1029
1824,176
1824,759
1824,1348
1824,1601
1824,656
1824,1666
1824,695
1824,1114
1826,1233
1826,1613
1827,2401
1827,869
1827,379
1827,1591
1828,1064
1828,2552
1829,1509
1830,1818
1830,425
1830,1423
1830,2072
1830,1140
1831,2394
1831,1604
1831,801
1831,1628
1832,785
1832,2025
1833,1078
1833,2064
1833,836
1833,1715
1834,1509
1834,176
1834,2835
1834,2056
1834,2168
1834,2262
1834,1409
1834,921
1834,2089
1834,725
1834,2661
1834,177
1834,2855
1834,1762
1834,1813
1834,1686
1834,1486
1834,230
1834,1620
1834,1253
1834,2771
1834,2131
1834,1262
1834,1358
1834,1107
1834,508
1834,1965
1834,247
1834,2474
1834,829
1834,394
1834,2900
1834,946
1834,841
1834,2165
1834,1223
1834,1591
1834,2571
1834,333
1834,2137
1834,1006
1834,2581
1834,1354
1834,2332
1834,1413
1834,1712
1834,1095
1834,2790
1834,201
1834,2582
1834,2791
1834,664
1834,1291
1834,988
1834,2372
1834,1403
1834,2243
1834,952
1834,1146
1834,2472
1834,715
1834,339
1834,3172
1834,1497
1834,156
1834,2283
1834,2076
1834,1501
1834,160
1834,1194
1834,1247
1834,1080
1834,1427
1834,924
1834,925
1834,257
1834,1385
1834,984
1834,1966
1834,2320
1834,1555
1835,2620
1835,1671
1835,2524
1835,1275
1835,2935
1835,2434
1835,166
1835,882
1835,3345
1835,1347
1835,1541
1835,1646
1835,2219
1835,1268
1835,2222
1835,1705
1835,1158
1835,1233
1835,1006
1835,1840
1835,1712
1835,2203
1835,2194
1835,201
1835,1567
1835,1449
1835,947
1835,217
1835,1352
1835,156
1835,2320
1836,1402
1836,1899
1836,1306
1836,635
1836,2103
1836,1601
1836,2089
1836,2804
1836,306
1836,1287
1836,1686
1836,1765
1836,987
1836,2116
1836,387
1836,1814
1836,551
1836,1228
1836,1635
1836,603
1836,1347
1836,2379
1836,1072
1836,2642
1836,1895
1836,1699
1836,929
1836,1121
1836,370
1836,1336
1836,1666
1836,1448
1836,762
1836,887
1836,2100
1836,199
1836,1514
1836,1595
1836,1373
1836,2003
1836,1466
1836,1967
1836,565
1836,2108
1836,2058
1836,2110
1836,863
1836,227
1836,2931
1836,2517
1836,1278
1836,1404
1836,197
1836,112
1836,1146
1836,2250
1836,273
1836,2251
1836,1317
1836,1868
1836,1075
1836,787
1836,1377
1836,2083
1836,2318
1836,1326
1836,1701
1836,2458
1836,990
1838,3394
1838,1351
1838,865
1838,193
1840,1822
1840,1042
1840,1046
1840,563
1840,1614
1840,546
1840,1857
1840,410
1840,895
1840,900
1840,562
1840,2228
1840,908
1841,801
1841,572
1841,1525
1841,1275
